"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000116833","NR5A2","21.9","34.3","25.5","7.5","25.4","1.3","27.2","11.3","1.7","2.1","17.8","33"
"ENSG00000109991","P2RX3","38.1","17.3","3.6","16.1","13.5","9.5","3.9","34.3","2.1","3.4","3.4","5.6"
"ENSG00000244646","XKRY2","57.8","35.9","9.7","11.7","10","10.1","17.5","14","18.6","24.3","46.8","4.6"
"ENSG00000250868","XKRY","57.8","35.9","9.7","11.7","10","10.1","17.5","14","18.6","24.3","46.8","4.6"
"ENSG00000233816","IFNA13","12.2","112.4","32.9","42.1","58.5","49","6.6","44","48.3","37","55","38.8"
"ENSG00000197919","IFNA1","12.2","112.4","32.9","42.1","58.5","49","6.6","44","48.3","37","55","38.8"
"ENSG00000185668","POU3F1","24.5","113.6","48.1","14.7","1.8","8.1","25.7","20.6","52.3","25.6","14.5","44.2"
"ENSG00000248848","PPBPP2","8.7","8.1","6.2","2.3","2.8","14.6","5","18.2","6","2.1","3.2","1.9"
"ENSG00000180150","HMGN2P9","92.7","87.3","55.7","66","48.8","46.1","63.5","11.9","48","60","106.2","70.4"
"ENSG00000114423","CBLB","32.2","4.4","8.9","3.5","39.3","36.6","8.2","7.2","23.3","25.4","12.3","15.1"
"ENSG00000104321","TRPA1","12.4","4.3","2.4","76","12.3","5.2","8.9","31.3","1.8","10.3","42.2","12.9"
"ENSG00000126545","CSN1S1","4.8","22.8","31.5","5.7","58.9","6.2","5.5","30.2","5.1","2.1","2.4","14.2"
"ENSG00000100030","MAPK1","47.1","56.7","67.1","55.3","153.2","96.7","191","127.6","122.3","177.4","150","174.9"
"ENSG00000070915","SLC12A3","66.2","4.2","1.9","3.6","8","5.9","2.8","4.3","5.2","2.4","11.4","5.8"
"ENSG00000174607","UGT8","14","6.7","1.8","14.5","3.5","1.9","3.4","47.6","1.7","5.7","6.4","2.3"
"ENSG00000168135","KCNJ4","10","4.4","10.3","28.4","3.6","15.4","6.9","4.5","19.3","52.3","3.4","8.2"
"ENSG00000168495","POLR3D","63.4","133","79","134.6","365.7","291.5","428.2","443.4","189.9","262.4","357.7","366.7"
"ENSG00000125388","GRK4","65.6","88.1","63.7","66.3","85","61","61.4","58.6","84.4","69.8","44.2","69.7"
"ENSG00000099715","PCDH11Y","31.8","23.1","14.9","11.7","17.1","4.3","13","31.6","1.3","17.7","10.5","14.4"
"ENSG00000102290","PCDH11X","31.8","23.1","14.9","11.7","17.1","4.3","13","31.6","1.3","17.7","10.5","14.4"
"ENSG00000139618","BRCA2","45.6","88.2","39.5","25","45.3","41","11.4","28.2","4.4","27.6","49.2","21.9"
"ENSG00000159200","RCAN1","1029.7","1365.9","1153.7","1003.5","6276.2","2653.6","2342.1","2635.2","1150.3","1642.3","887.9","4864.3"
"ENSG00000204227","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000231115","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000206287","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000228520","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000226788","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000235107","RING1","305","591.9","563.5","820.8","547.1","557.1","520.1","358.6","1006.6","818.9","1131.1","818.4"
"ENSG00000171631","P2RY6","14.3","4.1","63.2","55.8","3.5","7.2","27.7","8.5","3.8","64.6","6","3.7"
"ENSG00000116489","CAPZA1","6213.6","5218","4403.5","5246.7","5710.5","5834","4461.1","5444.3","5041.6","4790.9","5826.5","5619.8"
"ENSG00000183813","CCR4","9.6","39.6","4.4","38.8","52.8","2.1","20.1","13.2","15.4","2.5","23.9","14.3"
"ENSG00000102001","CACNA1F","9.3","9.9","5","3.1","4.8","3","3.1","4.1","3.8","5.8","4.9","4.9"
"ENSG00000138675","FGF5","114.3","92.1","77.6","3.6","50.3","16.2","81.1","161.9","165.7","117.7","328.6","102.6"
"ENSG00000138136","LBX1","6.8","3.5","1.8","3.8","3.1","2.9","2","4.1","2.3","2","5.7","2.6"
"ENSG00000166224","SGPL1","44.8","37.8","5.2","4.4","18.4","61.3","57.2","32.2","10.4","66.3","4.9","52.5"
"ENSG00000100206","DMC1","53.7","30.1","28.8","40.1","29.2","17.7","15.7","3.5","10.4","6.6","27.1","29.4"
"ENSG00000124253","PCK1","64.5","98.2","160.6","351.3","28.1","4.5","2.3","3.2","18.1","19.6","6.3","8"
"ENSG00000080561","MID2","176.8","234.8","138.9","150.2","209.5","258.8","173.7","242.7","130.1","136.7","210.4","183.9"
"ENSG00000278570","NR2E3","8.6","3.5","9.1","46.8","7.6","5.1","10.1","23.1","11.7","14.2","3.6","8.3"
"ENSG00000125966","MMP24","29.2","8.7","19.7","47.2","13.6","36.6","5.1","41.1","4.3","28.5","51.7","5.4"
"ENSG00000110436","SLC1A2","10.2","61.6","21.7","25.6","9.2","30.5","25","45.3","50.6","2.2","38.9","23.4"
"ENSG00000112164","GLP1R","61.8","43.7","59.1","14.8","28.8","29.3","58.5","21.3","43.2","71.1","41.5","67.6"
"ENSG00000113522","RAD50","603.4","672.2","323","181.9","445.3","454.7","451","579.8","303.9","415.4","356.7","519.9"
"ENSG00000283782","AC116366.3","603.4","672.2","323","181.9","445.3","454.7","451","579.8","303.9","415.4","356.7","519.9"
"ENSG00000164283","ESM1","447.1","268.8","397.6","334.9","37.8","28.5","32.2","90.4","19.8","3","4","33.1"
"ENSG00000142207","URB1","37.1","73.5","34.7","9","32.8","33.4","33.8","4.2","34","2.2","2.8","23"
"ENSG00000115252","PDE1A","73.4","139.6","206.4","495.2","43.6","85.9","59.5","77.8","163.5","21.6","30.9","42.8"
"ENSG00000120457","KCNJ5","10.2","50.8","3.4","6.1","17.2","9.1","5.2","12.9","9.1","10","11.7","15.4"
"ENSG00000028839","TBPL1","718.8","593.2","929.9","819.1","751","1149.8","759.8","842.1","989.1","807.4","878.5","756.8"
"ENSG00000124205","EDN3","3944.1","6110.1","11488.2","16823.2","42.9","12.9","39.8","33.3","93.7","127.1","5.4","1.6"
"ENSG00000112115","IL17A","26.4","9.6","1.8","20","35.6","20.9","34.3","29.6","2.1","17.2","7.3","2.7"
"ENSG00000125952","MAX","8.8","160","67.8","60.8","29.4","100.6","79.9","86.8","100","75.7","135.5","121.4"
"ENSG00000135535","CD164","9591.3","7524.8","6643.7","6085.5","8026.5","7080.7","5117.4","7440.6","8365","6688.7","6551.9","6790"
"ENSG00000100351","GRAP2","3.9","43.9","2.1","13.8","7.5","5.3","14.2","48.1","11.9","3.2","8.3","4.4"
"ENSG00000198561","CTNND1","1928.3","1793.9","1663.4","1521.1","1236.2","1281.8","1177.7","982.4","921.3","976.7","1012.5","1389"
"ENSG00000132874","SLC14A2","4.2","11","13.6","5.1","13.2","5.6","2.1","5.3","5.6","3.5","2.4","4.4"
"ENSG00000285096","SLC14A2","4.2","11","13.6","5.1","13.2","5.6","2.1","5.3","5.6","3.5","2.4","4.4"
"ENSG00000125363","AMELX","49.6","56.5","13.8","42.6","24.1","19.3","14.4","26.6","4.9","6.2","73.3","17.8"
"ENSG00000156194","PPEF2","4.4","30.1","21.7","2.8","2.1","2.9","2.3","4.4","29.1","24.1","3.4","11.2"
"ENSG00000120093","HOXB3","15.1","81.4","19.5","52.2","62.2","38.3","49.6","30.2","46.6","7.9","24.7","21.6"
"ENSG00000153487","ING1","635.2","754.5","1192.9","1539.6","308.5","488.9","440.5","371.1","1013.4","442.8","527.7","395.8"
"ENSG00000070182","SPTB","54.5","4.1","45.5","26.1","28.5","14.8","10.1","11","52.2","37.9","39.3","15.6"
"ENSG00000111241","FGF6","68.6","42.1","37.6","46","35.2","35.7","10.9","15","34.7","30.5","48.5","36.1"
"ENSG00000109111","SUPT6H","236","295.6","217.9","212.4","210.7","263.7","473.1","162","228.5","256.3","261","282.7"
"ENSG00000038945","MSR1","59.1","17.5","27.1","3","3.8","1.3","9.1","27.7","16.9","18","40","4.7"
"ENSG00000005194","CIAPIN1","1185.5","966.3","1116.2","1202.1","631.1","1061.4","595.3","660.2","845.9","1002.5","481","740"
"ENSG00000170921","TANC2","14.9","27.2","40.6","11.7","34.8","6.7","52.6","40","33.5","15.2","26.9","3.5"
"ENSG00000189013","KIR2DL4","45.5","34.4","24.9","25.9","35.3","48.6","14.6","5.9","17.8","35","4.7","30.4"
"ENSG00000107105","ELAVL2","40.2","63.5","31.6","58.7","30.3","6.3","2.4","19.2","13.2","4","6","12.4"
"ENSG00000101076","HNF4A","10.7","49.3","2.9","4.2","19.7","2.3","2.8","4.2","5.7","8.7","5.5","59.1"
"ENSG00000166402","TUB","9.8","11.8","1.7","6.3","14.6","10.4","6.2","6.9","6.2","31.2","18.3","6.7"
"ENSG00000198216","CACNA1E","42.1","22.5","4.7","4.7","3.7","14","8.4","5","21.6","6.3","6.8","4.9"
"ENSG00000085276","MECOM","4","11.2","2.6","2.5","3.2","12.4","1.6","2.9","16.4","4.2","3.1","1.5"
"ENSG00000086159","AQP6","7.9","7.2","2.2","4.4","3.6","3.2","5.9","4.7","2.3","4.7","4","7.3"
"ENSG00000276561","IRF7","205.5","170.5","220","246.7","151","243.1","137.6","163.8","150.5","116.7","368.4","164.9"
"ENSG00000185507","IRF7","205.5","170.5","220","246.7","151","243.1","137.6","163.8","150.5","116.7","368.4","164.9"
"ENSG00000188037","CLCN1","8.1","34","21","33","20.5","11.2","39.7","14.6","4.2","9.2","15.6","16.5"
"ENSG00000000938","FGR","90.9","134.1","160.8","172.2","57.8","76.3","31.5","56.6","70.7","8.7","14.1","21.6"
"ENSG00000198685","LINC01565","5.5","12.8","1.9","3.6","31.2","3.6","5.6","19.4","10","4.2","7.1","4.5"
"ENSG00000149311","ATM","90.4","36.7","76.2","36.5","147.4","49.1","86.7","119.5","66.6","116.7","107.6","73.5"
"ENSG00000168779","SHOX2","321.9","172.7","481.7","558.1","204.7","196.2","146.4","121.1","200.2","299.2","267.9","160.1"
"ENSG00000009954","BAZ1B","388.3","538.2","223.6","203.5","398.9","323.1","651.5","524","610","710.1","306.9","732.1"
"ENSG00000147224","PRPS1","105.2","79.2","69.7","169.6","264.4","175.1","346.2","246","97.3","169.7","485.5","283.8"
"ENSG00000107831","FGF8","25.5","3.2","20.3","1.7","2.5","1.6","12","5.2","2.4","1.4","3","2.9"
"ENSG00000100079","LGALS2","17.3","16.3","58.2","80.5","8.7","23.4","19.9","9.5","28.9","7.6","19.8","10.9"
"ENSG00000244207","C4A","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000233312","C4B_2","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000244731","C4A","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000224389","C4B","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000227746","C4A","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000228454","C4B","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000228267","C4B","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000206340","C4A","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000236625","C4B","59","103.6","68.6","43.2","38.2","6.2","31.9","22.6","17.2","29.6","90.9","40.8"
"ENSG00000099331","MYO9B","5.5","94","47.3","79.8","39.8","42.1","42.3","17.4","53.7","27.9","68","64.6"
"ENSG00000108039","XPNPEP1","195.6","430.6","196.8","196.1","389.3","319.3","487.8","325.3","344.1","662.6","259.1","453.3"
"ENSG00000110400","NECTIN1","6.4","15.5","12.4","12.2","2.9","50.3","23.5","6.6","26.8","2.5","67.7","19.1"
"ENSG00000236360","AL445183.3","65.5","176.9","94.8","34","347.6","334.4","946.8","478","258.3","176.8","758.2","466.1"
"ENSG00000133818","RRAS2","65.5","176.9","94.8","34","347.6","334.4","946.8","478","258.3","176.8","758.2","466.1"
"ENSG00000187730","GABRD","6.3","30.5","4.8","9.7","4.8","9.7","2.9","19.1","2.5","8.9","4.8","8"
"ENSG00000162572","SCNN1D","3.5","27.5","1.6","4.4","3.6","34.3","2.2","3.6","5.1","5.5","5","10.9"
"ENSG00000130227","XPO7","197.5","127.9","119.1","126.4","102.4","165.7","93.9","109","83.5","108","36.2","111.6"
"ENSG00000182963","GJC1","61.4","99.2","36.2","49.5","107.2","41.4","82.7","97.7","74.8","34.2","105.9","84.6"
"ENSG00000177374","HIC1","2.6","11.7","2.4","59.9","2.8","4.5","2.9","3.9","1.6","1.7","3.1","6.3"
"ENSG00000069431","ABCC9","16.7","7.3","21","3.1","34.2","21.7","30.7","37.3","16.6","3.7","31","13.1"
"ENSG00000109158","GABRA4","195.7","225.4","199","2.1","31.4","23","46.2","28.2","1.3","2.6","20.7","26.7"
"ENSG00000152578","GRIA4","17.8","32.8","16.6","39.3","12.4","6.1","4","4.1","2.8","21.4","10.5","6.5"
"ENSG00000164082","GRM2","7.8","69","20.1","47.2","25.9","14","13.3","35.1","33.7","12.5","40.6","48"
"ENSG00000105514","RAB3D","45","41.3","28.9","52.8","54.2","20.7","18","21.5","46.5","38.1","14.6","26.4"
"ENSG00000125285","SOX21","7.2","52.3","2.1","28.9","32.3","5.3","6.7","3.4","1.9","9","39.3","27.4"
"ENSG00000236649","PPT2","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000258388","PPT2-EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000244444","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000227600","PPT2","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000242038","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000239974","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000254875","AL845464.1","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000240389","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000254778","AL662828.1","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000240592","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000231618","PPT2","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000241404","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000168452","PPT2","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000243897","EGFL8","106.8","93.5","55.3","54.4","69.7","65.3","83.8","51.7","45.6","75.6","32.1","91.3"
"ENSG00000261701","HPR","9.9","9.8","3.7","9.2","39","8","27.3","58.8","7.2","4.6","7.4","7"
"ENSG00000123411","IKZF4","32.8","44.7","26.1","38.8","56.7","26.6","35.9","79.5","43.9","36.3","81.3","15.1"
"ENSG00000184697","CLDN6","12.4","12.4","11.8","60.9","23.2","11","33","70.7","20.5","57","90.4","22.7"
"ENSG00000223503","AL353807.1","12.4","12.4","11.8","60.9","23.2","11","33","70.7","20.5","57","90.4","22.7"
"ENSG00000151474","FRMD4A","56.6","88.8","85.1","103.6","18.6","36.3","51.1","14.1","50.1","19","3.6","49.4"
"ENSG00000129159","KCNC1","6.2","10.1","49.9","26.5","9.8","2.4","4.2","12.9","60.3","16.3","7.1","16.3"
"ENSG00000087088","BAX","44.9","51.5","43.2","30.6","188","62","85.4","239.6","301.1","277.9","195.9","294.5"
"ENSG00000111262","KCNA1","67.7","62.8","54.6","46.9","28.6","3.9","32.6","6.5","12.2","25.2","3.5","52.4"
"ENSG00000275331","ABCC6","8.6","7.5","11.1","7.5","8.7","12.4","4","3.6","1.6","2.4","8.3","3.3"
"ENSG00000091262","ABCC6","8.6","7.5","11.1","7.5","8.7","12.4","4","3.6","1.6","2.4","8.3","3.3"
"ENSG00000005981","ASB4","5","39.5","11.6","25.8","8.8","3.8","6.7","22.4","14.7","22.3","3.2","13.4"
"ENSG00000139874","SSTR1","32.8","53.1","13.5","7.7","9.2","59.7","50.2","8.5","2.9","2.5","4.6","2.7"
"ENSG00000006059","KRT33A","1893","12213.3","3955","99.1","5.6","3.9","3.6","3","2.2","2.4","4.1","2.9"
"ENSG00000261986","KRT33A","1893","12213.3","3955","99.1","5.6","3.9","3.6","3","2.2","2.4","4.1","2.9"
"ENSG00000124610","HIST1H1A","17.9","194.9","42.4","44.2","12.6","54.7","3.7","8.8","17.9","2.8","6.5","2.8"
"ENSG00000003402","CFLAR","119.7","95.9","87.6","114.2","128","99.4","122.9","158.4","40.7","94.6","122.4","85.1"
"ENSG00000169676","DRD5","27.1","89.1","35.2","107.2","21.2","28.6","26.8","55.2","48.3","41.5","94.9","27.6"
"ENSG00000136944","LMX1B","74.2","6.1","15.1","3.9","26.2","3.1","4.5","39.4","5.7","3.2","4.1","2.6"
"ENSG00000121634","GJA8","8.2","14","9.3","6.5","22","30.4","7.9","13.1","5.4","13.7","15.3","27.5"
"ENSG00000277224","HIST1H2BF","126","81","187.2","81.1","65","72.2","75.7","61.2","100.6","100.6","114.3","28.4"
"ENSG00000154330","PGM5","3.6","6.8","14.5","45.6","3.5","12.1","6.1","5","6.9","17.2","6.6","6.9"
"ENSG00000133111","RFXAP","51.4","6.6","8.4","16.2","43.6","10.1","7","40.5","6.4","6.6","3","8.1"
"ENSG00000005073","HOXA11","30.2","7.7","12.6","5.2","2.3","6","12.4","4.6","14.8","7.6","20.4","33.1"
"ENSG00000011083","SLC6A7","7.7","7.6","9.1","6.1","15.8","7.6","6.2","23.8","5.9","4.4","47.6","7.7"
"ENSG00000164438","TLX3","6.9","36","1.9","2","7.8","15","2.7","9.5","4.1","16.8","2.5","12.6"
"ENSG00000218690","HIST1H2APS4","3.4","20.5","10.8","4.6","5.8","3.1","4.6","9.7","11.7","4.3","9.8","4.3"
"ENSG00000273983","HIST1H3G","3.4","20.5","10.8","4.6","5.8","3.1","4.6","9.7","11.7","4.3","9.8","4.3"
"ENSG00000181965","NEUROG1","5.3","47.2","28.5","37.8","8.9","7","12.4","16.4","5.6","9.5","18.2","8.5"
"ENSG00000187733","AMY1C","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000237763","AMY1A","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000243480","AMY2A","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000227408","AMYP1","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000240038","AMY2B","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000174876","AMY1B","90","69.6","135.7","157.2","24.5","12.2","26.2","8.2","57.2","34.5","17.7","34.5"
"ENSG00000102580","DNAJC3","97.5","69.4","97.4","164.8","154.2","115.4","163.2","164.5","122.5","107.8","205.8","96.9"
"ENSG00000187140","FOXD3","4.4","2.3","0.8","1.3","2.3","1.2","1.2","1.3","1.9","2","1.7","0.9"
"ENSG00000165702","GFI1B","29","31","9.7","26.9","8.9","2.2","4.3","4.5","12.8","1.7","7.8","9"
"ENSG00000069011","PITX1","3.1","3.1","4","1.9","6","54.1","4.3","7.1","4.9","1.9","77.7","1.3"
"ENSG00000157259","GATAD1","159.3","265.3","111.8","157.1","149.9","269.8","223.2","236.7","311.6","277.1","257.8","329.1"
"ENSG00000197479","PCDHB11","46.4","11","31.9","9.3","8","11.6","4.7","7.9","20.9","34.5","5.2","6.3"
"ENSG00000176920","FUT2","12.4","11.8","29","54.1","4.4","34.8","4.1","38","4.7","25.6","8.4","7"
"ENSG00000277775","HIST1H3F","14.6","36.9","20.5","30.7","31.9","25.9","31.1","17.4","9.9","18","6.7","4"
"ENSG00000127529","OR7C2","4.6","6.6","4.6","5.1","8.9","3.9","4.8","8.5","4.4","3.5","5.8","14.5"
"ENSG00000231676","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000225550","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000226000","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000204700","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000196231","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000226347","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000234746","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000232945","OR2J2","79.8","45.9","1.5","1.6","41.6","3.5","3.4","0.9","1.8","37.8","5","2.7"
"ENSG00000185385","OR7A17","4.3","16","2.8","10.1","6.4","3.4","4.7","35.5","6.7","6.4","21.2","3.3"
"ENSG00000132170","PPARG","18.5","39.2","94.2","86.5","6.5","74.8","65.6","5.9","72.2","9.3","55.6","26.6"
"ENSG00000213005","PTTG3P","132.6","171.3","75.5","41.8","65.7","135.2","68.1","120.2","32","17.4","84.9","82.8"
"ENSG00000130396","AFDN","40.6","16.7","19","24.9","5.8","4.3","8.4","8.3","23.1","22.3","15.3","4.8"
"ENSG00000171956","FOXB1","8.3","8.8","1.6","4.6","8.4","2.4","3.1","10.1","3.3","39.6","32.9","3.3"
"ENSG00000180509","KCNE1","37.2","89.9","23.8","38","45.4","4.1","5.2","71.7","19.2","41.7","29.8","61.7"
"ENSG00000276289","KCNE1B","37.2","89.9","23.8","38","45.4","4.1","5.2","71.7","19.2","41.7","29.8","61.7"
"ENSG00000273703","HIST1H2BM","43.5","44.2","32.3","0.9","40.4","35.5","2.8","22.9","0.7","22.8","2.7","6.6"
"ENSG00000134640","MTNR1B","4","5.4","3.6","6.5","2.8","2.4","8.2","8.8","20.2","34","12.3","10.5"
"ENSG00000145741","BTF3","15705.8","18171.8","9213","9581.8","9368.3","9789.6","9040.1","8208.7","10499.1","9530","10881.5","8635.2"
"ENSG00000125787","GNRH2","11.5","23.9","9.9","41.2","11.6","89.1","30.3","23.7","43.4","21.2","56.6","34.7"
"ENSG00000171936","OR10H3","8.8","77.4","2.7","46.7","44.8","23.7","46.6","7.3","5.6","18.7","52.9","4.3"
"ENSG00000167825","OR5I1","81.1","52.3","19.8","21.8","5.4","34.2","4.2","17.6","29.5","2.6","10.4","1.9"
"ENSG00000185920","PTCH1","37.8","5.4","37.9","3.5","21.7","7.1","2.3","5.3","14.3","2.6","7.1","3.6"
"ENSG00000278588","HIST1H2BI","53.5","50.2","84.6","9.7","7.9","12.3","7.7","15.5","62.4","3.2","14","8"
"ENSG00000154165","GPR15","14.3","12.5","4.9","6.1","7.5","4.3","7.2","15.6","34.6","31.7","7","33.4"
"ENSG00000284965","OR2F2","20.9","34.7","2.4","11.1","24.3","31.7","4.8","2.8","2.1","3","20.1","2.1"
"ENSG00000213215","OR2F1","20.9","34.7","2.4","11.1","24.3","31.7","4.8","2.8","2.1","3","20.1","2.1"
"ENSG00000284866","OR2F1","20.9","34.7","2.4","11.1","24.3","31.7","4.8","2.8","2.1","3","20.1","2.1"
"ENSG00000221910","OR2F2","20.9","34.7","2.4","11.1","24.3","31.7","4.8","2.8","2.1","3","20.1","2.1"
"ENSG00000274290","HIST1H2BE","21.4","95.3","212.9","190.5","18.9","151.3","111.3","33.1","131","93","204.7","113"
"ENSG00000165583","SSX5","3.6","6.4","2.8","5.6","5.6","9.2","3.8","3.7","4.1","2.5","3.1","9.1"
"ENSG00000118903","BTF3P11","1.8","35.2","17.6","10.9","8.9","35.3","14.9","9.1","12.6","26.2","37.1","23.9"
"ENSG00000258597","SERPINA2","8.4","15.9","23.4","16.9","3.9","21.1","2.8","4.2","6.3","45.6","34.7","6.2"
